salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
150000.0,0.0,21,3,14,6,135000.0,22,269398.413112,0
107823.617483,0.0,37,3,0,2,135000.0,12,388716.525694,0
37370.803271,59726.700761,62,1,10,3,135000.0,4,350086.979245,0
140353.823672,0.0,40,3,15,4,135000.0,19,351470.15184,0
62988.924867,31195.707084,65,0,18,5,135000.0,24,493098.648426,0
143882.304557,0.0,28,2,15,2,135000.0,19,188508.918632,0
118219.670141,0.0,40,4,10,0,135000.0,28,500000.0,1
149015.22331600002,0.0,32,2,0,7,135000.0,14,303829.060535,0
27168.13292,67271.857915,22,2,15,0,135000.0,21,480716.713583,0
31216.685656,12801.782206999998,29,3,19,5,135000.0,5,288745.933602,0
48284.977789,61023.924134,45,3,3,6,135000.0,10,345090.005712,1
56131.48580900001,33842.199394,71,3,10,1,135000.0,22,93144.877887,0
58278.900949,71198.617816,67,3,4,4,135000.0,5,433607.35156,0
20000.0,75000.0,26,3,15,3,135000.0,23,292747.76111,0
91133.570196,0.0,54,3,11,1,135000.0,20,395205.764536,1
43357.065404,74931.380271,43,1,1,5,135000.0,13,236856.463442,1
99250.922693,0.0,54,2,4,3,135000.0,21,351015.63838200003,1
107575.651433,0.0,72,0,10,7,129147.480349,28,368090.324437,0
20000.0,54043.285262,23,1,2,3,135000.0,30,371673.24191,0
105836.681889,0.0,42,1,15,5,135000.0,20,27872.129317000006,1
74031.505391,71456.889075,69,1,19,8,81695.123727,24,323506.532266,0
93055.759177,0.0,24,2,7,8,132066.840476,13,245074.541869,0
113578.85188,0.0,60,4,19,1,135000.0,1,150967.941737,1
75955.05942,58733.39509299999,56,4,8,1,135000.0,27,482055.931316,1
78493.000925,23458.015684,40,2,3,0,135000.0,11,145492.62966900002,1
112017.7126,0.0,74,0,14,5,135000.0,22,234386.743823,0
41407.728166,58809.050411,80,3,4,0,135000.0,19,264951.524925,0
121419.069641,0.0,52,0,5,7,124251.985991,30,56111.076784,1
61371.23387300001,15794.963783,62,1,6,8,63785.752232000006,25,21403.366903,1
133849.229578,0.0,25,1,2,2,135000.0,17,492764.444369,0
111760.605458,0.0,80,3,10,4,135000.0,21,123484.18406,0
73843.643906,45645.576903,74,0,10,2,135000.0,15,108025.142061,0
127241.010102,0.0,26,2,12,3,135000.0,18,500000.0,0
50989.131644,49503.243961,79,0,18,0,135000.0,18,274910.37025100004,0
24639.259212,64657.244446,34,4,18,0,135000.0,20,401973.761479,0
55406.811712,59459.923347,77,2,17,1,135000.0,7,435777.386567,0
34397.740512000004,26537.870983,28,4,19,7,135000.0,25,425185.788069,0
35715.663864999995,24873.24944,66,1,13,1,135000.0,9,452414.708125,0
81887.8719,0.0,71,1,1,4,135000.0,7,142854.732198,0
137939.07405,0.0,20,0,3,4,135000.0,14,251571.447313,0
144809.36123,0.0,78,2,11,0,135000.0,26,0.0,0
139401.607523,0.0,58,2,3,0,135000.0,8,200868.29775,1
140011.938648,0.0,31,4,18,1,135000.0,12,59664.476556,0
31704.538965,24353.84534,59,0,18,6,135000.0,16,116075.592154,1
149882.26548,0.0,30,0,15,1,135000.0,18,229677.153464,0
134544.03401300005,0.0,64,2,5,8,117372.95011,26,323512.463914,0
100868.199682,0.0,32,2,2,2,135000.0,24,253218.851358,0
90881.829413,0.0,46,4,18,7,135000.0,3,0.0,1
66945.101483,50648.527337,77,0,17,5,135000.0,24,401513.930158,0
150000.0,0.0,40,2,18,0,135000.0,29,395472.42655,0
123950.866738,0.0,45,0,5,6,135000.0,23,188892.669097,1
138334.909261,0.0,62,2,11,7,135000.0,30,165488.953095,0
141557.75006700002,0.0,75,4,15,7,135000.0,9,388776.711182,0
145286.47263499998,0.0,64,3,7,6,135000.0,5,373881.260179,0
22418.928877,70749.580838,56,3,2,5,135000.0,15,91584.240109,1
145625.404369,0.0,72,4,11,0,135000.0,26,37475.162367,0
63287.807933,20318.73472,64,2,13,3,135000.0,24,131815.006126,0
87085.678004,0.0,48,4,3,6,135000.0,17,123620.54304,1
105806.298762,0.0,80,2,16,4,135000.0,30,123322.172675,0
97711.32972,0.0,39,3,12,1,135000.0,23,340117.57501100004,1
108332.026421,0.0,68,4,16,2,135000.0,6,257415.823543,0
53675.672646,48833.308851,20,1,7,7,135000.0,19,78504.490697,0
29685.208441,39808.930248,30,0,9,7,135000.0,2,49747.889034,0
91184.549503,0.0,73,4,16,2,135000.0,15,220923.56667800003,0
72336.420765,0.0,27,1,1,6,135000.0,29,111378.131677,0
137051.45732000002,0.0,45,3,8,6,135000.0,10,230290.133302,1
63069.004704,58429.38119099999,29,1,1,5,135000.0,3,262075.439699,0
136511.266045,0.0,46,4,2,4,135000.0,19,115593.968506,1
53631.331029,47315.702504,48,3,17,3,135000.0,20,397402.055903,1
135417.3636,0.0,40,0,1,0,135000.0,27,460982.9013,1
112998.043607,0.0,26,0,16,8,117009.864606,30,191289.369909,0
111532.099056,0.0,71,1,12,8,135000.0,29,394560.588155,0
36121.181712,16392.767631,20,4,7,4,135000.0,29,72563.613073,0
84962.363077,0.0,38,3,6,2,135000.0,5,107025.285023,0
124475.32777,0.0,64,0,4,7,135000.0,19,435673.62523,0
128864.123387,0.0,53,1,0,6,135000.0,7,46226.046215,1
25259.732072,63175.924078,45,0,5,0,135000.0,23,133268.412126,1
32444.178128,38693.939903,37,4,10,1,135000.0,6,455748.62084,0
92927.415177,0.0,34,3,19,7,135000.0,18,380513.043785,0
141749.340905,0.0,36,4,8,4,135000.0,21,309709.760671,0
108327.280055,0.0,80,1,9,0,135000.0,13,118155.76094,0
147497.647184,0.0,27,3,13,0,135000.0,12,354689.445256,0
36032.90583,39433.489327,34,3,19,2,135000.0,1,86104.97841499999,0
58960.408562,64443.803137,69,1,4,8,87223.69181599999,27,12924.335169,0
72562.72477100001,0.0,53,0,16,5,135000.0,5,361728.398204,1
95479.766174,0.0,75,3,7,2,135000.0,14,143003.68420999998,0
24635.880172,58929.415912,52,1,2,7,131081.321443,27,409696.47394,1
148462.955615,0.0,48,2,9,5,135000.0,3,402577.850714,1
38901.634839,68880.209986,66,1,8,1,135000.0,18,35015.79850400001,0
146649.579131,0.0,34,2,11,7,135000.0,8,127720.245265,0
75283.738315,0.0,23,0,5,2,135000.0,26,384083.304766,0
145914.484454,0.0,28,1,13,7,135000.0,5,425389.125161,0
130347.135693,0.0,46,0,14,0,135000.0,7,176422.756753,1
21512.651095,75000.0,64,0,8,6,135000.0,23,307443.755238,0
104979.611422,0.0,36,4,5,5,135000.0,1,55062.641849,0
52822.31354800001,32198.871848000006,70,2,9,8,133021.310104,13,259982.040639,0
120756.217962,0.0,32,0,19,5,135000.0,26,138675.323513,0
70268.48517,22433.67369,33,3,8,5,135000.0,6,393937.001288,0
22538.613067,55843.50729,44,2,0,7,135000.0,17,428158.609738,1
86108.41911900001,0.0,52,4,17,7,95516.363349,17,226719.103215,1
109767.867118,0.0,52,2,15,6,135000.0,27,108686.545248,1
150000.0,0.0,53,2,4,0,135000.0,12,323199.561453,1
134966.283419,0.0,60,0,8,6,135000.0,15,0.0,1
139035.16995399998,0.0,32,0,7,2,135000.0,7,399719.604691,0
28459.090272,59885.62881900001,38,1,18,4,135000.0,10,152730.958366,0
88390.52725,0.0,32,0,15,3,135000.0,20,277033.64063000004,0
120451.172729,0.0,69,1,10,8,56523.09469299999,4,306837.553596,0
122122.653082,0.0,31,4,11,8,95584.205793,13,136018.318848,0
33697.34612,12533.140978,62,2,9,7,135000.0,27,149254.073508,0
23648.46789,70264.298257,51,1,19,1,135000.0,9,407924.173969,1
91164.650224,0.0,47,2,3,0,135000.0,14,464435.147687,1
109883.455142,0.0,66,0,9,4,135000.0,24,285065.144175,0
75833.15417200001,0.0,48,0,8,4,135000.0,12,308044.26125100005,1
72674.79285700001,64609.680308,77,2,14,7,135000.0,21,128366.605705,0
38810.716398,61494.663128,58,0,15,3,135000.0,3,349793.668336,0
135748.284551,0.0,49,3,9,2,135000.0,27,151999.802909,1
44086.71996700001,70554.964311,36,1,4,2,135000.0,19,455464.507787,0
150000.0,0.0,65,1,6,7,135000.0,8,272297.196212,0
148300.054732,0.0,43,0,12,6,135000.0,3,457656.897013,1
48891.897372,59234.075098,64,3,18,1,135000.0,25,276984.135685,0
105318.214487,0.0,63,4,15,1,135000.0,1,52629.614484,0
36708.510061,36719.039534,71,3,4,7,135000.0,7,4567.521870000001,0
26495.144059,35504.034746,55,0,0,4,135000.0,2,347651.064336,1
33526.546010000005,70348.142663,52,3,7,8,49889.071975,6,422176.049091,1
27179.175212,23318.637648,71,0,18,7,135000.0,17,121600.413928,0
109620.582726,0.0,55,1,3,6,135000.0,19,308102.680519,1
136784.136039,0.0,27,3,4,0,135000.0,7,182271.036167,0
67120.94001,73292.371866,56,1,19,0,135000.0,3,181051.001216,1
49736.132258,61442.623789,39,1,8,1,135000.0,11,79439.139681,1
66109.724411,61861.032191,43,1,0,5,135000.0,4,156012.602184,1
145681.862382,0.0,20,1,1,5,135000.0,3,459090.90502600005,0
47361.672682,72600.240294,80,4,19,6,135000.0,24,210048.924625,0
41974.740886,21874.08836,41,2,6,6,135000.0,13,101992.728609,0
133973.31288699998,0.0,55,0,2,0,135000.0,20,36898.382197000006,1
132140.027784,0.0,72,3,17,2,135000.0,24,489917.976434,0
71120.570098,0.0,66,1,12,3,135000.0,2,458086.184039,0
57799.923702,20977.247858,53,1,17,8,109300.892594,22,209789.718259,1
146675.913458,0.0,62,4,0,7,135000.0,27,107852.15854,0
50591.20193500001,11704.940357,72,1,11,6,135000.0,17,320465.760782,0
137399.841019,0.0,51,4,14,8,135000.0,23,481400.564933,1
33507.087545999995,33738.598181,20,0,10,1,135000.0,15,500000.0,0
81468.078263,0.0,24,0,11,8,135000.0,18,377373.431184,0
86468.96152000001,0.0,58,3,16,7,135000.0,3,88787.707389,1
120596.24776199998,0.0,61,3,19,8,96308.772405,14,90226.85803,1
125221.080709,0.0,52,2,7,2,135000.0,24,367598.926054,1
41730.172671,37981.083657,69,1,7,7,135000.0,11,387515.50088,0
98060.471131,0.0,31,1,0,3,135000.0,8,181224.236342,0
150000.0,0.0,79,3,17,2,135000.0,14,154903.687412,0
99453.924463,0.0,56,1,13,7,135000.0,27,307624.565404,1
68705.140321,15744.924807,37,4,19,6,135000.0,14,138172.413271,0
82692.757065,0.0,38,3,5,4,135000.0,5,96437.31808,1
86673.96910700001,0.0,47,1,19,0,135000.0,6,322651.34740900004,1
123121.251104,0.0,52,0,8,2,135000.0,1,431211.715713,1
61117.494784,27090.319531,61,2,1,2,135000.0,8,56354.405833,0
78060.22798099999,0.0,43,1,10,1,135000.0,18,475168.07819300005,1
20000.0,11112.173813,32,3,8,6,135000.0,9,93379.90072,0
53038.59233,26819.118269,40,0,9,3,135000.0,30,341329.589847,0
68646.13192,19084.967003,33,0,17,5,135000.0,24,42284.505504,0
40029.592879,59825.674854,51,1,3,8,52886.227269,2,164864.437162,1
128935.131646,0.0,30,0,5,3,135000.0,8,148601.63191,0
20000.0,15097.847778,24,1,17,8,133458.488722,15,399658.027621,0
132680.008351,0.0,28,0,4,3,135000.0,19,221316.312913,0
89463.95110800002,0.0,61,2,3,5,135000.0,24,498376.67798,1
68391.687851,46744.649448,20,0,15,5,135000.0,6,311679.70642600005,0
52230.724549,34831.482581000004,53,2,15,4,135000.0,13,181152.855819,1
66933.668488,35674.697441000004,28,1,2,2,135000.0,17,483940.722256,0
49282.550843,70588.21503600001,54,2,4,4,135000.0,25,238571.082744,1
149700.377566,0.0,28,2,3,5,135000.0,18,347974.633817,0
138818.25894,0.0,68,2,9,8,70249.601941,6,203972.825969,0
97761.674022,0.0,62,2,1,2,135000.0,27,233658.983614,0
26468.06829,45936.372366,80,4,2,0,135000.0,16,439572.484012,0
66611.761378,56103.001136,32,2,13,1,135000.0,13,23778.539482,0
87869.46538,0.0,31,3,5,2,135000.0,7,313621.946333,0
132972.954061,0.0,56,1,8,4,135000.0,6,341547.220756,1
32481.434887,15286.592880000002,20,0,13,8,66322.20800299999,5,164873.014639,0
57149.794653,65922.927673,52,4,19,7,135000.0,2,478100.452762,1
129519.373869,0.0,46,4,17,1,135000.0,23,67500.164852,1
133375.88011,0.0,42,4,5,6,135000.0,1,378117.510676,1
20000.0,29471.731821,55,4,12,5,135000.0,8,14763.382804,1
41072.274452,47655.435668,25,2,13,6,135000.0,12,282784.242357,0
104455.443683,0.0,48,3,8,2,135000.0,21,331317.572,1
42386.538083,61247.085515,29,2,11,5,135000.0,2,443100.411115,0
72670.86348500001,0.0,24,3,19,4,135000.0,1,500000.0,0
94704.59836,0.0,67,1,7,1,135000.0,8,103231.731556,0
126706.153984,0.0,26,4,4,0,135000.0,3,437967.218984,0
125472.52273599998,0.0,23,0,15,1,135000.0,1,95412.188563,0
63715.313036,36618.182584,40,2,14,0,135000.0,29,86124.136027,1
97410.219436,0.0,47,1,7,7,135000.0,25,82246.757071,1
90959.602229,0.0,39,0,6,7,126880.926328,9,387615.961116,1
42314.499639,45833.364886,35,2,17,8,121901.771367,9,172461.649114,0
110407.534613,0.0,44,0,6,2,135000.0,22,240784.452279,1
40039.650993,20211.848191,27,1,12,0,135000.0,15,312747.694675,0
41779.878233,22188.086478,77,2,2,0,135000.0,24,215210.25115,0
27182.367033,74408.515292,36,3,11,6,135000.0,22,417019.2157,0
87360.733261,0.0,54,0,3,0,135000.0,1,118040.090546,1
116120.071023,0.0,27,4,19,4,135000.0,13,0.0,0
100639.118312,0.0,43,3,16,1,135000.0,3,316756.925814,1
122561.530452,0.0,62,0,14,7,135000.0,15,13040.526412,1
79434.922964,47927.632019,62,3,14,4,135000.0,23,203451.247733,0
127812.026436,0.0,52,1,7,8,135000.0,21,480278.942273,1
23844.109966,18067.423212,23,3,5,6,135000.0,20,280821.917866,0
138077.473726,0.0,49,0,12,6,135000.0,18,483943.66387,1
52047.486945,16235.474924,63,0,10,6,135000.0,20,219367.3341,0
35529.294205,54802.879812,52,2,3,5,135000.0,3,433343.297108,1
128979.211014,0.0,38,0,16,5,135000.0,5,323668.552698,0
40088.93917200001,58382.81860399999,72,0,2,2,135000.0,11,144261.037127,0
75754.35814400001,0.0,56,2,16,0,135000.0,18,500000.0,1
106902.231418,0.0,66,4,3,2,135000.0,8,219522.939787,0
53379.84323,31411.146996,57,3,2,7,135000.0,9,132013.839792,1
96495.634612,0.0,24,2,19,7,135000.0,18,427491.848924,0
145831.24235,0.0,73,1,8,0,135000.0,23,26547.407233,0
133229.446233,0.0,66,2,10,2,135000.0,19,167002.461394,0
86217.639967,0.0,26,1,19,7,135000.0,15,15.069409,0
86891.415106,0.0,53,0,4,1,135000.0,22,375925.108683,1
50987.970292,64713.57137899999,80,0,2,7,135000.0,26,24969.210241,0
20000.0,51157.931542,66,2,12,4,135000.0,9,219955.866774,0
92590.092514,0.0,31,2,7,3,135000.0,8,419789.544775,0
65239.052549,30353.595065,65,4,19,2,135000.0,5,313068.73216300004,0
85423.469379,0.0,60,3,18,2,135000.0,16,143521.283827,1
89551.381309,0.0,72,1,0,6,135000.0,22,110942.659002,0
73749.06079,70188.008483,36,0,9,2,135000.0,1,219869.757233,0
65770.55352999999,64381.25940900001,68,3,11,7,135000.0,17,256229.614407,0
134494.916331,0.0,33,2,18,2,135000.0,2,484434.73339,0
65454.004123,70760.470075,32,0,7,2,135000.0,29,15518.604152000002,0
146394.224469,0.0,20,0,4,5,135000.0,13,17971.728886,0
149735.142011,0.0,53,0,5,1,135000.0,30,323029.739353,1
113212.609235,0.0,38,1,16,6,135000.0,12,152723.99896700002,0
150000.0,0.0,26,1,4,3,135000.0,1,208628.218769,0
65241.647391,52854.50744,69,2,14,6,135000.0,12,436815.294291,0
52260.507166,44843.47102,30,1,11,5,135000.0,25,167614.172827,0
61125.534656,22324.99647,60,0,17,3,135000.0,1,500000.0,0
122442.71331099998,0.0,28,1,8,8,86176.795042,6,357124.202474,0
29904.586742000003,23120.905183000006,64,4,8,8,116595.64966300002,7,448106.913682,0
94758.964283,0.0,70,1,12,3,135000.0,9,205676.127195,0
38748.135052,36101.011102,20,0,12,5,135000.0,14,354035.291884,0
129601.530885,0.0,58,2,13,5,135000.0,28,199052.387236,1
85546.193062,0.0,51,2,9,6,135000.0,9,410639.766766,1
118025.500626,0.0,31,2,8,3,135000.0,17,270797.006515,0
62817.02464,40962.709549,45,2,2,7,135000.0,30,398717.707611,1
108177.789294,0.0,30,3,14,7,135000.0,12,347755.75610500004,0
20000.0,59428.466127,37,2,15,6,135000.0,24,77235.857743,0
43761.738535,10349.041586,69,4,9,3,135000.0,30,179955.704379,0
137892.760117,0.0,75,4,0,7,135000.0,7,85063.496813,0
51177.01484700001,57415.451927,28,3,18,0,135000.0,22,362274.926366,0
92539.272592,0.0,34,2,15,4,135000.0,28,465168.865181,0
98987.387545,0.0,39,1,4,5,135000.0,20,365614.409048,1
139338.451125,0.0,37,3,6,4,135000.0,24,500000.0,0
92051.777283,0.0,63,0,12,0,135000.0,17,188586.519181,0
107113.942921,0.0,20,2,10,0,135000.0,4,367987.790222,0
31693.215338,20269.969093,46,3,9,3,135000.0,6,90758.249226,1
149342.007913,0.0,24,0,10,1,135000.0,20,180874.877522,0
109382.145001,0.0,30,3,4,5,135000.0,12,118859.79323,0
109323.461576,0.0,80,2,17,1,135000.0,7,259460.922315,0
120354.305945,0.0,53,1,9,2,135000.0,5,131241.635955,1
33646.32329,24027.186977,40,1,10,0,135000.0,24,446143.625269,1
111960.894112,0.0,57,2,3,5,135000.0,6,179699.983037,1
54669.044147,54836.199447000006,60,2,15,1,135000.0,23,233110.059254,0
101840.727898,0.0,63,1,12,2,135000.0,21,416106.723552,0
68703.642198,16084.247833,47,4,3,1,135000.0,28,63872.776635,1
20000.0,26830.242625,32,4,3,2,135000.0,1,18203.676143,0
142720.66275699998,0.0,56,2,13,7,135000.0,19,202577.104475,1
67377.702546,23171.295489,29,1,16,4,135000.0,8,28750.496046,0
49552.575196,45365.957013,64,2,10,7,135000.0,18,464419.308109,0
113936.613499,0.0,44,4,4,8,129556.798938,21,402256.593927,1
77710.46102100001,0.0,41,3,0,5,135000.0,1,313742.902373,0
63435.363799,34643.121585,36,4,11,4,135000.0,9,105805.210113,0
36195.801115,63939.279886,35,0,19,3,135000.0,16,0.0,0
36329.709985,17396.763466999993,20,3,4,0,135000.0,27,256140.384065,0
145105.593218,0.0,60,4,8,2,135000.0,29,287926.438312,0
45812.300013,42212.644806,80,3,0,5,135000.0,16,462624.35912,0
81512.312021,0.0,24,3,4,3,135000.0,11,247920.405626,0
111797.388718,0.0,38,2,2,6,135000.0,28,278253.039245,0
113777.906376,0.0,42,1,5,0,135000.0,19,134212.663619,1
95975.012059,0.0,28,0,9,6,135000.0,28,386113.13239,0
40100.008969,72072.969608,26,1,3,4,135000.0,22,92354.905718,0
67313.851947,53113.688605,64,2,10,1,135000.0,18,125769.878629,0
91939.011616,0.0,67,4,10,8,75128.21827699999,4,353282.717001,0
53291.247676,67667.804513,68,2,5,8,72633.26566,14,0.0,0
121640.329119,0.0,20,3,18,6,135000.0,17,307446.926981,0
134067.463812,0.0,25,3,11,8,134347.889701,26,280453.974493,0
77276.740115,16402.267234,63,0,9,1,135000.0,26,157464.856297,0
33547.306486,20157.419447,51,0,3,8,135000.0,21,0.0,1
71581.650638,0.0,46,2,9,7,135000.0,2,129302.185802,1
98347.149799,0.0,58,1,12,3,135000.0,16,99083.066879,1
65856.0318,71601.741913,66,4,4,5,135000.0,1,373285.603783,0
79318.77089500001,0.0,44,2,6,2,135000.0,14,171109.865854,1
118560.010692,0.0,75,4,10,6,135000.0,6,263275.762784,0
84822.87008200001,0.0,76,2,10,8,71699.301543,2,178278.347136,0
21737.901178,53341.315304,78,2,12,3,135000.0,12,337176.581161,0
132822.75238800002,0.0,42,4,11,7,135000.0,30,40670.030141,1
46690.015435,65518.950163,38,0,13,3,135000.0,13,17454.108182,0
51788.421401,33212.907118,48,3,3,1,135000.0,28,481658.30558,1
131597.342787,0.0,62,4,18,3,135000.0,28,305579.96311,1
117602.676248,0.0,62,4,2,1,135000.0,24,311884.947966,1
26362.960201,33658.460142,77,1,12,2,135000.0,5,278640.701093,0
89697.03439500002,0.0,32,3,2,3,135000.0,18,405569.854835,0
52930.536142,44652.869803,63,1,12,3,135000.0,1,235232.759841,0
64764.065566,25542.117624,67,2,11,2,135000.0,9,143646.117186,0
132734.217391,0.0,80,2,13,1,135000.0,1,418513.667441,0
23601.896411,45045.697605,47,1,17,6,135000.0,26,17044.025175,1
30821.175906,56670.67544,45,2,4,1,135000.0,20,447544.313969,1
137708.179015,0.0,61,1,3,8,46447.96623,18,330549.988621,0
150000.0,0.0,53,3,3,2,135000.0,18,108401.208934,1
116877.807001,0.0,50,3,2,7,122845.17753,10,294980.82795,1
126430.550613,0.0,78,1,3,4,135000.0,1,343700.141244,0
20000.0,54156.204485,44,0,13,0,135000.0,29,220834.70891,1
139732.988168,0.0,66,1,16,1,135000.0,5,425676.780308,0
91380.779663,0.0,56,1,2,5,135000.0,22,302434.391743,1
26693.231484,38954.07705,27,3,1,3,135000.0,6,348138.78793600004,0
112664.645945,0.0,51,2,19,3,135000.0,17,474434.729614,1
147888.884283,0.0,75,2,10,4,135000.0,9,36107.265215,0
111265.516528,0.0,41,3,5,1,135000.0,25,55051.729205,1
58108.57334,15861.128983,76,2,17,7,130992.655501,12,279641.417842,0
116639.2946,0.0,44,1,11,3,135000.0,28,385025.136623,1
20202.624334,59871.356037,53,0,12,7,135000.0,16,370160.640062,1
36339.409912,70737.781428,51,0,5,3,135000.0,18,255261.649622,1
93831.659787,0.0,42,3,18,6,135000.0,30,144206.348761,0
104607.508272,0.0,66,1,18,3,135000.0,15,121894.473856,0
94095.145715,0.0,74,0,18,6,135000.0,15,314377.494545,0
79761.172566,0.0,33,2,1,2,135000.0,29,38566.254325,0
138079.000734,0.0,63,2,13,6,135000.0,24,434829.376795,0
40820.752238,53157.234644,54,1,5,2,135000.0,5,500000.0,1
64544.476427,53154.893331,78,4,8,7,135000.0,20,437461.747715,0
131124.89166199998,0.0,23,1,10,7,130755.847404,27,192661.023148,0
106954.526054,0.0,40,0,0,6,135000.0,20,301493.846799,1
82991.995893,0.0,78,3,10,5,135000.0,19,96785.454091,0
23273.308406,11545.521677,34,3,16,3,135000.0,27,254587.43245100003,0
106029.015863,0.0,20,2,16,0,135000.0,29,479454.758218,0
53140.895105,13335.145685,57,3,0,1,135000.0,10,302195.901953,1
25490.707005,44706.003636,24,4,19,3,135000.0,6,107084.962496,0
34141.738601,34327.5406,67,0,7,7,135000.0,25,486395.92648500006,0
91953.473425,0.0,52,1,2,0,135000.0,6,287956.909946,1
41662.864605,53416.866705,79,3,1,8,124161.739181,9,435034.824817,0
77344.60804600001,0.0,79,4,12,7,135000.0,8,316665.458856,0
150000.0,0.0,56,0,13,8,135000.0,14,471712.10698,1
116504.319186,0.0,66,3,16,0,135000.0,6,285584.119158,0
44118.391087,47024.343323,23,4,14,6,135000.0,5,377683.312867,0
123738.390745,0.0,21,1,9,1,135000.0,27,451674.761638,0
22076.718288,48072.823069,71,2,5,5,135000.0,28,280637.345568,0
94444.301621,0.0,64,4,19,6,135000.0,8,126461.947521,0
122490.893925,0.0,79,1,9,8,135000.0,8,66047.737516,0
92479.044562,0.0,61,2,18,4,135000.0,22,350633.619276,1
136730.468398,0.0,79,3,2,2,135000.0,9,292663.365392,0
137066.663351,0.0,72,4,3,8,74704.370297,8,286972.022312,0
118921.156496,0.0,26,3,0,0,135000.0,10,338598.393309,0
140540.275573,0.0,59,0,9,0,135000.0,17,308251.152138,1
145213.810106,0.0,62,0,13,7,135000.0,29,436774.948432,0
131995.806892,0.0,20,1,0,1,135000.0,20,27770.19283,0
51010.513162,55838.161148,50,1,17,0,135000.0,7,480181.32754,1
148200.731066,0.0,44,2,10,3,135000.0,12,74999.38490599999,1
132246.64530499998,0.0,79,3,5,1,135000.0,7,467861.503674,0
109130.244736,0.0,41,1,19,5,135000.0,22,102491.127641,1
30910.884801,36646.302368,71,4,5,8,87488.470816,17,289296.882206,0
40580.193085,35050.972715,65,4,3,8,61225.751903,20,38957.624718,0
126554.040787,0.0,38,0,15,7,135000.0,15,301260.25195,0
40353.265753,27487.877333,41,0,15,6,135000.0,2,431269.76935600006,1
123332.912155,0.0,80,2,18,3,135000.0,17,119575.090777,0
50457.776864,32308.480139,21,1,10,7,99436.901314,14,489563.216019,0
47542.407261,15450.276026,64,1,4,4,135000.0,28,453236.265599,0
150000.0,0.0,76,2,1,1,135000.0,9,389959.755794,0
70190.084474,46426.100291,20,4,13,0,135000.0,25,368400.395263,0
116433.384009,0.0,37,0,10,6,135000.0,27,336924.987195,0
140411.44643699998,0.0,20,4,5,3,135000.0,1,337372.41477,0
90349.050131,0.0,71,4,8,1,135000.0,15,83758.826406,0
49781.062012,56031.313099,28,2,18,4,135000.0,19,136060.610421,0
101404.341959,0.0,39,3,9,7,135000.0,14,99002.670917,1
61073.182755,50575.564333,68,0,16,1,135000.0,19,305634.40567300003,0
83874.95307999999,0.0,62,2,0,6,135000.0,28,87097.66188099999,0
114136.817286,0.0,50,1,1,3,135000.0,29,63965.703661,1
142135.92299000002,0.0,63,1,15,3,135000.0,27,64179.57074700001,0
112337.876327,0.0,64,3,2,8,94828.789723,18,74728.174299,0
66100.993154,26544.582171,22,0,0,2,135000.0,22,133833.380181,0
113274.58423,0.0,31,3,7,4,135000.0,26,200447.512923,0
75955.762181,0.0,63,1,0,1,135000.0,13,69788.23469900001,0
94925.845646,0.0,55,0,5,8,124200.683343,26,98252.058226,1
53916.190664,49485.419902,24,2,17,6,135000.0,24,423909.429764,0
125396.045841,0.0,50,2,3,6,135000.0,24,497719.185974,1
135261.866735,0.0,39,4,11,1,135000.0,8,297952.0997,0
28153.826402999995,51290.263984,20,4,9,7,135000.0,14,459574.764169,0
55188.137849,38804.151402,22,4,2,4,135000.0,3,295337.86875900003,0
106298.901744,0.0,51,1,15,1,135000.0,6,159915.046921,1
114704.387915,0.0,64,0,13,2,135000.0,12,444501.168921,0
44211.377172,75000.0,53,1,14,0,135000.0,16,323808.350787,1
116173.946994,0.0,54,4,17,6,135000.0,15,456530.563299,1
25120.738236,55524.562398,76,0,11,3,135000.0,20,130417.018718,0
48195.318769,23810.769978,27,4,12,8,100648.382838,24,186317.034926,0
117219.225469,0.0,35,0,12,2,135000.0,18,352230.488488,0
91377.353594,0.0,47,3,12,6,135000.0,29,496631.184849,1
106776.129667,0.0,57,4,18,2,135000.0,5,32752.799108,1
80827.61142,0.0,77,1,7,7,114022.705657,3,219993.186447,0
145973.864688,0.0,55,4,13,1,135000.0,11,363595.065629,1
74977.068283,70893.723648,69,3,12,7,108678.863877,22,54627.230213,0
48033.172827,37369.756925,59,2,18,4,135000.0,2,85939.606488,0
27500.95335,39660.133309,22,2,15,2,135000.0,23,172431.258347,0
122349.685791,0.0,50,3,4,1,135000.0,20,226125.115859,1
107275.750412,0.0,51,2,9,7,135000.0,28,473149.110487,1
51011.988224,66521.44430599999,46,0,15,5,135000.0,15,59437.152251,1
42450.524038,39656.349505,72,3,1,2,135000.0,18,407117.557959,0
79767.932087,0.0,36,4,13,4,135000.0,16,349846.631037,0
83174.503223,0.0,24,3,18,2,135000.0,27,251905.474938,0
82983.60597799999,0.0,65,2,2,4,135000.0,20,311029.794302,0
79342.961198,0.0,44,4,4,8,110448.907622,7,424888.418865,1
144844.486399,0.0,39,3,14,8,130719.267525,10,242506.142942,0
109003.316097,0.0,38,0,1,3,135000.0,1,194751.565066,0
43760.808447,49463.576972,69,4,18,6,135000.0,25,402640.415088,0
48222.529236,44601.521588,27,3,7,1,135000.0,20,150828.386654,0
136729.999618,0.0,78,4,18,1,135000.0,17,420371.864854,0
